MOF structural features and topology,composition,Cv_gravimetric_300.00 (gravimetric heat capacity at 300 K),pCv_250.00 (predicted gravimetric heat capacity at 250 K),pCv_275.00 (predicted gravimetric heat capacity at 275 K),pCv_300.00 (predicted gravimetric heat capacity at 300 K),pCv_325.00 (predicted gravimetric heat capacity at 325 K),pCv_350.00 (predicted gravimetric heat capacity at 350 K),pCv_375.00 (predicted gravimetric heat capacity at 375 K),pCv_400.00 (predicted gravimetric heat capacity at 400 K)
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,7.562142593,8.399690499,9.211552497,9.9973528,10.75598452,11.48589794,12.18548875
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,9.361125677,10.14513955,10.90248169,11.63067036,12.32735776,12.99077228,13.61985646
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,6.5181329,7.328824955,8.133346005,8.925802591,9.701121104,10.45487718,11.18333688
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,6.606372362,7.397502099,8.183925783,8.959439551,9.719013469,10.45837271,11.17391663
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,7.358961454,8.18531929,8.996041705,9.788070205,10.55788888,11.3019859,12.01726537
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,7.705715664,8.522066128,9.326631589,10.11397047,10.87905524,11.61758041,12.32615126
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,9.012858072,9.837896336,10.63111028,11.3893681,12.11080083,12.79449673,13.44028841
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,7.987046932,8.735187972,9.474521771,10.20240304,10.91517974,11.60894326,12.28007914
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,9.528835918,10.30454229,11.05308424,11.77161256,12.45806779,13.11110975,13.73005638
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,9.633057979,10.41975927,11.17365209,11.89370428,12.57921744,13.22979731,13.84538791
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,6.759435275,7.520382055,8.28327473,9.041101203,9.787750652,10.51787692,11.22694292
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,7.605719173,8.39438477,9.172169872,9.933858524,10.67515232,11.39244856,12.08281887
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,7.603503605,8.391979228,9.169707579,9.931425799,10.67280309,11.3902145,12.08071653
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.17964241,15.08559963,15.88666242,16.59870609,17.23441289,17.80405455,18.31608195
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.73676715,15.50340864,16.19164927,16.81165566,17.37207666,17.88019017,18.34211236
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.82437064,15.56986527,16.24794731,16.86453736,17.42545025,17.93610783,18.401443
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.7520786,15.50602733,16.18801497,16.80581503,17.36646811,17.87618784,18.34039986
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,15.30356746,15.98275567,16.59411072,17.14837476,17.65350975,18.1155833,18.53936957
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,15.78658592,16.400168,16.96172684,17.47747059,17.9521751,18.3896607,18.79311498
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.09460462,14.95195274,15.72225854,16.41533188,17.03999189,17.60401391,18.11419803
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,16.07470989,16.71394404,17.28759561,17.80602236,18.27694882,18.70632128,19.09886603
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,12.13795709,13.10490487,13.99432343,14.80938199,15.55420465,16.23348042,16.85216156
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,17.09351655,18.00546369,18.75946657,19.38745024,19.91445872,20.36006812,20.73961409
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.19419623,15.09886844,15.89883125,16.60991479,17.24477148,17.8136527,18.32499492
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.74982513,15.51529665,16.20245602,16.82148076,17.38101964,17.8883449,18.34956454
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.79647305,15.54535719,16.22625654,16.845215,17.40813786,17.9205153,18.38733286
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.754179,15.50790235,16.18967601,16.80728358,17.36776833,17.87734298,18.34143077
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,15.30366779,15.98271134,16.59399828,17.14823944,17.65337748,18.11546808,18.53927814
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,15.82845711,16.43612231,16.99295333,17.50485424,17.9763897,18.41122918,18.81244989
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,14.10968101,14.96520422,15.73398465,16.42577018,17.04933361,17.61241496,18.12178686
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,16.08105042,16.71955721,17.29263951,17.81060951,18.2811604,18.71021679,19.10248991
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,12.1655269,13.12950228,14.01637148,14.82923164,15.57214834,16.24976321,16.86699006
"linker O=N(=O)c1cc(ccc1Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Co][OH]1[Co][OH]([Co]1)[Co], topology ",,,17.08102318,17.9946149,18.74998537,19.37911084,19.90707793,20.35349725,20.7337321
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,19.36383502,19.91022809,20.34973342,20.7074869,21.00195695,21.24685103,21.45245858
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,20.63861635,20.99870546,21.28492787,21.51568293,21.70412626,21.85981662,21.98980782
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,19.15039731,19.71586414,20.17233347,20.5450169,20.85256188,21.1088881,21.32449612
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,19.18323223,19.7670889,20.23363492,20.61133771,20.92083117,21.17725701,21.39187302
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.598390418,4.971391976,5.388011431,5.83883807,6.31348972,6.80220483,7.296657891
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.66186044,5.083566634,5.542759752,6.029449081,6.533288412,7.044988388,7.556952356
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.385436457,4.831013565,5.311950475,5.819078581,6.34228835,6.872243993,7.401202276
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.736946797,5.114334014,5.537352933,5.995147278,6.476410374,6.970872882,7.470001767
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,2.547976552,3.100015833,3.706348479,4.350654382,5.018412022,5.697637645,6.378913224
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.781867139,5.167899425,5.598102552,6.061744463,6.547594983,7.045456065,7.546876742
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.698227624,5.056497706,5.460917493,5.90120505,6.366536942,6.846937132,7.333972361
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.650022408,5.028791171,5.45103133,5.906803714,6.385482842,6.877254055,7.373852741
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.421068616,4.83211493,5.283337481,5.765129246,6.267004393,6.779241789,7.293688233
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.109939879,4.760538049,5.447066615,6.154701015,6.870806208,7.585416396,8.291027401
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.61857885,5.018751188,5.460586091,5.93403743,6.428358398,6.933688465,7.441810825
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,4.643977673,5.024381639,5.447662303,5.904054448,6.383054182,6.874934473,7.371494658
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.81516646,10.2973406,10.794534,11.30509894,11.82456584,12.34733941,12.86776973
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.769453943,10.30390968,10.84843463,11.39974408,11.95282313,12.50226013,13.04301181
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.701047112,10.20007,10.71346379,11.23880626,11.77128092,12.30521859,12.83505492
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.939518747,10.40173727,10.8858814,11.38788916,11.90165685,12.42050274,12.93806769
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,10.8876764,11.50549158,12.07825851,12.61763517,13.13115421,13.62333308,14.09662196
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.858544162,10.33617617,10.83311598,11.34571571,11.86825701,12.39439447,12.91805048
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.932164515,10.39131338,10.87158347,11.36943821,11.87914501,12.39425812,12.90854927
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.888461897,10.36044384,10.84898579,11.35166298,11.86365788,12.37926906,12.8928582
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,10.06502705,10.5266474,11.00499942,11.49709479,11.99795143,12.50195513,13.00368237
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.256004214,9.883929282,10.49263568,11.08437365,11.65964567,12.21797556,12.75842085
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.887480934,10.38349274,10.8927463,11.4132828,11.94058022,12.4691638,12.99360159
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,9.857245225,10.34150366,10.84129564,11.35441813,11.8760522,12.40042171,12.92181666
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.76628996,16.35487227,16.87889936,17.35210423,17.78397358,18.18114478,18.54834757
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.22536349,15.90754681,16.51530021,17.06335021,17.56174953,18.01756958,18.43598744
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.06244471,15.77673398,16.40754458,16.97213687,17.48246409,17.94698667,18.37187722
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.70368422,16.24704115,16.74298629,17.20068151,17.62562095,18.021277,18.39005254
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.61864231,16.27508119,16.86093729,17.38971423,17.87058119,18.31001229,18.71281081
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.80903085,16.40608459,16.94257837,17.43033087,17.87732925,18.28912081,18.66971075
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.94795571,16.51773748,17.03019056,17.4969087,17.92545671,18.32094873,18.68701797
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.83999715,16.454171,17.00452048,17.50325343,17.95874535,18.37689575,18.76202343
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,16.02002757,16.5930627,17.10988283,17.58188526,18.01635944,18.418146,18.79063779
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,10.64917918,11.08598098,11.48537839,11.85508939,12.19992564,12.52292818,12.82608927
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.9126687,16.4972026,17.02533548,17.50765756,17.95114369,18.36056554,18.73936947
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.76711667,16.39312174,16.95094647,17.45473499,17.91396383,18.33515657,18.72297941
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.23859203,15.94006226,16.5649588,17.12791916,17.63896794,18.10522594,18.53199074
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,16.62207414,17.16483059,17.64290612,18.07134383,18.46030919,18.81676336,19.14556363
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,10.9368719,11.33457634,11.70212522,12.04534222,12.36767363,12.67116318,12.95707234
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.51315294,16.17491012,16.75731386,17.27784329,17.74848423,18.17758623,18.57110479
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,16.32053509,16.87507123,17.37322804,17.82670543,18.24317796,18.62780286,18.9841832
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.99774579,16.57951086,17.10383626,17.58201912,18.02144022,18.42708946,18.80251483
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.50409799,16.16205802,16.74282744,17.2631252,17.73440727,18.16465863,18.55958871
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.86619905,16.46479742,17.0037519,17.49436845,17.94427066,18.3587615,18.74169535
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.86877173,16.47362935,17.01687474,17.51049328,17.96251869,18.37850854,18.76248128
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,14.84243147,15.57976589,16.23734892,16.82989739,17.36758986,17.85775364,18.30592157
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.67203771,16.29774412,16.86230224,17.37659248,17.84798085,18.28165802,18.68148447
"linker [O-]C=O, [O-][C]=O, nodes [Mn], topology dia",,,15.74045554,16.34117844,16.87789813,17.36360916,17.80721068,18.21491876,18.59120334
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,20.11369372,20.56310653,20.92297909,21.21493477,21.45462037,21.65353137,21.82023559
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,20.02155922,20.48965258,20.8633532,21.16578557,21.41356844,21.6188457,21.79062988
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,20.11274648,20.56234211,20.92234968,21.21440764,21.45417247,21.65314603,21.81990049
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,20.0224202,20.49038375,20.86398052,21.16632888,21.41404303,21.6192635,21.79100027
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.365802246,4.022613305,4.699524704,5.380429478,6.052649042,6.7069791,7.337314314
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.316995346,3.97485262,4.656423358,5.344116398,6.024097747,6.686351712,7.32425385
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.297466626,3.952003356,4.630077382,5.314496113,5.991653593,6.651636047,7.287836384
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.309409913,3.969604262,4.652971796,5.342029095,6.023055154,6.686139092,7.324745894
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.405174383,4.065005157,4.747333422,5.434735597,6.113574272,6.774026605,7.409641164
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.297552952,3.952105198,4.630191894,5.314620477,5.991785186,6.651772532,7.287975754
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.218358091,3.866330037,4.538505541,5.218099625,5.891705727,6.549449739,7.184660359
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.405030999,4.064847168,4.747164437,5.434559138,6.113393488,6.773844164,7.409459245
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.309509981,3.969714557,4.653091412,5.342156926,6.023189933,6.686279465,7.324890497
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.218442366,3.866437319,4.53863123,5.218239191,5.891855045,6.549605245,7.184819081
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.365619477,4.022443151,4.699372168,5.380297507,6.052538871,6.706890666,7.337246653
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,3.316965956,3.974828653,4.65640601,5.344106357,6.024095222,6.686356525,7.324265544
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.346421374,10.16293833,10.94149528,11.68182996,12.38403206,13.04843271,13.67559753
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.547713453,7.329320931,8.108476983,8.878550225,9.634138967,10.37068089,11.08435805
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.526695478,10.30199649,11.0481981,11.76352518,12.44654091,13.09624989,13.71214648
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.939269322,7.827979217,8.697859111,9.543279424,10.35971671,11.14360268,11.89230065
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,7.496818414,8.303538679,9.098586272,9.878469492,10.63889472,11.37560138,12.08489576
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.526765372,10.30206318,11.04826693,11.76359935,12.44662208,13.09633864,13.71224267
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.225221381,10.03049806,10.80720763,11.55229168,12.26338287,12.93891684,13.57811474
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,7.596538257,8.399733677,9.193069798,9.972478997,10.73313604,11.47035671,12.18014489
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,7.596697534,8.39988661,9.193218261,9.972624517,10.73327973,11.47049927,12.18028668
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.80044197,7.546941515,8.296140713,9.041673042,9.777706789,10.4989425,11.2007535
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.398448709,10.21237244,10.98872533,11.72709459,12.42748293,13.09016901,13.71568741
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,7.791254015,8.549160469,9.298562368,10.03628589,10.75840959,11.4609134,12.14015918
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.22528354,10.03054301,10.80724037,11.55231578,12.26340083,12.93893041,13.57812514
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.398668692,10.21256902,10.98890294,11.72725686,12.42763277,13.0903087,13.71581869
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,7.828697985,8.592653512,9.345735125,10.08558075,10.80878349,11.51164816,12.19074531
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.32111508,10.12275535,10.89554686,11.63654219,12.34349522,13.01494126,13.65017281
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.321111114,10.12274228,10.89552418,11.63650939,12.34345206,13.01488789,13.65010971
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.939217225,7.827943434,8.697840616,9.543278328,10.35973242,11.14363406,11.89234623
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.458362458,10.23867436,10.98861829,11.70687999,12.3923363,13.04419408,13.66207144
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.990451736,7.887329813,8.7644433,9.61601085,10.43743708,11.22515727,11.97659706
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,9.34629682,10.16280373,10.94134768,11.6816676,12.38385436,13.04824004,13.67539102
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.538334572,7.336721298,8.1298873,8.911689886,9.677031252,10.42156928,11.14167355
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.800406745,7.546932314,8.296152406,9.041701572,9.777748847,10.49899533,11.20081478
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,7.791380145,8.549238008,9.298592341,10.03627086,10.75835326,11.4608202,12.14003389
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.547671334,7.329285077,8.108449706,8.878532241,9.634130014,10.37068017,11.08436449
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.538364106,7.336728471,8.129877922,8.911668175,9.677000303,10.4215314,11.14163048
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.600741918,7.401220145,8.194037375,8.973284587,9.734385591,10.47356626,11.18769951
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,7.828679597,8.592637495,9.345719503,10.08556401,10.80876461,11.51162649,12.19072056
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,6.990448474,7.887342493,8.764473722,9.616059398,10.43750307,11.22523932,11.97669333
"linker [O-]C(=O)c1ccc(cc1c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-], nodes [Zn], topology nor,",,,7.496732262,8.303440121,9.098472671,9.8783401,10.63875011,11.37544298,12.08472549
