doi,Electrical resistivity (Ωcm),Seebeck coefficient (μCV/K),ZT (thermoelectric figure of merit) ,formula,synthesis,form,temperature,Thermal conductivity (W/mK),Average atomic mass (g/mol),Scarcity (wt fraction/abundance),HHIP (Herfindahl?Hirschman Index for elemental production),HHIR (Herfindahl?Hirschman Index for elemental reserves),Unit cell volume (Å³),Average atomic volume (Å³),Atoms per unit cell,Electrical conductivity (Ω⁻¹ cm⁻¹),Power Factor (W/(K²m)),S² (μV/K)²,Electronic fraction of thermal conductivity (ϰₑ/ϰ)
10.1103/PhysRevB.80.115103,0.107,317,0.09,Cu1Rh1O2,"solid state reaction , air",polycrystalline,1000,,49.61,518600000,2265,4717,140.56,11.713,12,9.381,9.43E-05,100000,
10.1103/PhysRevB.80.115103,0.049,315,0.2,Cu1Rh0.99Mg0.01O2,"solid state reaction , air",polycrystalline,1000,,49.42,515400000,2263,4695,140.56,11.713,12,20.5,0.000203,99200,
10.1103/PhysRevB.80.115103,0.017,271,0.43,Cu1Rh0.96Mg0.04O2,"solid state reaction , air",polycrystalline,1000,,48.83,505800000,2259,4627,140.56,11.713,12,58.5,0.000429,73400,
10.1103/PhysRevB.80.115103,0.00408,168,0.69,Cu1Rh0.6Mg0.4O2,"solid state reaction , air",polycrystalline,1000,,41.75,369700000,2199,3662,140.56,11.713,12,245,0.000693,28300,
10.1103/PhysRevB.81.125205,0.00053,-45,0.11,La3Te3.8Sb0.2,"solid state reaction, Ar",polycrystalline,300,2.402,132.28,523800000,5987,4082,893.06,31.895,28,1890,0.000382,2020,0.575
10.1103/PhysRevB.81.125205,0.0011,-53,0.08,La3Te3.65Sb0.35,"solid state reaction, Ar",polycrystalline,300,2.05,132.15,503700000,6089,4051,893.06,31.895,28,909,0.000255,2810,0.325
10.1103/PhysRevB.81.125205,0.018,-91,0.01,La3Te3.35Sb0.65,"solid state reaction, Ar",polycrystalline,300,1.47,131.9,463400000,6293,3990,893.06,31.895,28,55.6,4.60E-05,8280,0.028
10.1103/PhysRevB.81.125205,0.0071,-71,0.02,La3Te3.35Bi0.65,"solid state reaction, Ar",polycrystalline,300,1.967,140,444300000,6025,4313,893.06,31.895,28,141,7.10E-05,5040,0.052
10.1103/PhysRevB.81.125205,0.00061,-41,0.08,La2.99Te4,"solid state reaction, Ar",polycrystalline,300,2.46,132.44,551400000,5846,4124,893.06,31.895,28,1640,0.000274,1670,0.488
10.1103/PhysRevB.81.125205,0.0027,-41,0.02,La2.74Te4,"solid state reaction, Ar",polycrystalline,300,1.24,132.2,572900000,5704,4163,893.06,31.895,28,370,6.23E-05,1680,0.219
10.1103/PhysRevB.81.125205,0.000589,-47,0.15,La3Te3.8Sb0.2,"solid state reaction, Ar",polycrystalline,400,2.58,132.28,523800000,5987,4082,893.06,31.895,28,1700,0.000369,2170,0.642
10.1103/PhysRevB.81.125205,0.00137,-58,0.1,La3Te3.65Sb0.35,"solid state reaction, Ar",polycrystalline,400,2.06,132.15,503700000,6089,4051,893.06,31.895,28,730,0.000246,3360,0.346
10.1103/PhysRevB.81.125205,0.00135,-90,0.24,La3Te3.35Sb0.65,"solid state reaction, Ar",polycrystalline,400,1.36,131.9,463400000,6293,3990,893.06,31.895,28,741,0.000599,8080,0.532
10.1103/PhysRevB.81.125205,0.00535,-70,0.04,La3Te3.35Bi0.65,"solid state reaction, Ar",polycrystalline,400,1.83,140,444300000,6025,4313,893.06,31.895,28,187,9.03E-05,4830,0.1
10.1103/PhysRevB.81.125205,0.00061,-42,0.11,La2.99Te4,"solid state reaction, Ar",polycrystalline,400,2.605,132.44,551400000,5846,4124,893.06,31.895,28,1640,0.000284,1730,0.614
10.1103/PhysRevB.81.125205,0.00268,-89,0.12,La2.74Te4,"solid state reaction, Ar",polycrystalline,400,1.17,132.2,572900000,5704,4163,893.06,31.895,28,373,0.000296,7920,0.311
10.1103/PhysRevB.81.125205,0.000802,-68,0.4,La3Te3.8Sb0.2,"solid state reaction, Ar",polycrystalline,700,2.72,132.28,523800000,5987,4082,893.06,31.895,28,1250,0.00057,4570,0.783
10.1103/PhysRevB.81.125205,0.00187,-87,0.28,La3Te3.65Sb0.35,"solid state reaction, Ar",polycrystalline,700,1.98,132.15,503700000,6089,4051,893.06,31.895,28,535,0.000407,7600,0.461
10.1103/PhysRevB.81.125205,0.00721,-159,0.25,La3Te3.35Sb0.65,"solid state reaction, Ar",polycrystalline,700,1.17,131.9,463400000,6293,3990,893.06,31.895,28,139,0.000352,25400,0.202
10.1103/PhysRevB.81.125205,0.00437,-131,0.27,La3Te3.35Bi0.65,"solid state reaction, Ar",polycrystalline,700,1.56,140,444300000,6025,4313,893.06,31.895,28,229,0.00039,17100,0.251
10.1103/PhysRevB.81.125205,0.000802,-58,0.29,La2.99Te4,"solid state reaction, Ar",polycrystalline,700,2.84,132.44,551400000,5846,4124,893.06,31.895,28,1250,0.000414,3320,0.75
10.1103/PhysRevB.81.125205,0.00425,-159,0.42,La2.74Te4,"solid state reaction, Ar",polycrystalline,700,1,132.2,572900000,5704,4163,893.06,31.895,28,235,0.000595,25300,0.402
10.1103/PhysRevB.81.125205,0.00103,-88,0.75,La3Te3.8Sb0.2,"solid state reaction, Ar",polycrystalline,1000,2.66,132.28,523800000,5987,4082,893.06,31.895,28,971,0.000748,7710,0.891
10.1103/PhysRevB.81.125205,0.00225,-117,0.61,La3Te3.65Sb0.35,"solid state reaction, Ar",polycrystalline,1000,1.85,132.15,503700000,6089,4051,893.06,31.895,28,444,0.000612,13800,0.586
10.1103/PhysRevB.81.125205,0.00687,-221,0.71,La3Te3.35Sb0.65,"solid state reaction, Ar",polycrystalline,1000,0.987,131.9,463400000,6293,3990,893.06,31.895,28,146,0.000712,48900,0.36
10.1103/PhysRevB.81.125205,0.00527,-185,0.65,La3Te3.35Bi0.65,"solid state reaction, Ar",polycrystalline,1000,1.37,140,444300000,6025,4313,893.06,31.895,28,190,0.000651,34300,0.338
10.1103/PhysRevB.81.125205,0.000974,-75,0.57,La2.99Te4,"solid state reaction, Ar",polycrystalline,1000,2.87,132.44,551400000,5846,4124,893.06,31.895,28,1030,0.000573,5580,0.873
10.1103/PhysRevB.81.125205,0.00639,-215,0.72,La2.74Te4,"solid state reaction, Ar",polycrystalline,1000,0.893,132.2,572900000,5704,4163,893.06,31.895,28,156,0.000723,46200,0.428
10.1103/PhysRevLett.69.2975,0.00818,150,0.08,La1.95Sr0.05Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,300,,57.54,20920,6746,2457,380.25,13.58,28,122,0.000275,22500,
10.1103/PhysRevLett.69.2975,0.0028,55,0.03,La1.9Sr0.1Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,300,,57.17,20610,6670,2451,378.4,13.514,28,357,0.000107,2990,
10.1103/PhysRevLett.69.2975,0.00113,25,0.02,La1.85Sr0.15Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,300,,56.81,20290,6594,2445,190.07,13.576,14,887,5.55E-05,625,
10.1103/PhysRevLett.69.2975,0.000471,0,1.59E-05,La1.725Sr0.28Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,300,,55.92,19470,6396,2431,190.07,13.576,14,2120,5.30E-08,0.25,
10.1103/PhysRevLett.69.2975,0.011,140,0.07,La1.95Sr0.05Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,400,,57.54,20920,6746,2457,380.25,13.58,28,92.6,0.000182,19600,
10.1103/PhysRevLett.69.2975,0.00382,50,0.03,La1.9Sr0.1Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,400,,57.17,20610,6670,2451,378.4,13.514,28,262,6.55E-05,2500,
10.1103/PhysRevLett.69.2975,0.00149,20,0.01,La1.85Sr0.15Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,400,,56.81,20290,6594,2445,190.07,13.576,14,672,2.69E-05,400,
10.1103/PhysRevLett.69.2975,0.000676,0,5.92E-07,La1.725Sr0.28Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,400,,55.92,19470,6396,2431,190.07,13.576,14,1480,1.48E-09,0.01,
10.1103/PhysRevLett.69.2975,0.016,120,0.06,La1.95Sr0.05Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,700,,57.54,20920,6746,2457,380.25,13.58,28,63.1,9.09E-05,14400,
10.1103/PhysRevLett.69.2975,0.00608,40,0.02,La1.9Sr0.1Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,700,,57.17,20610,6670,2451,378.4,13.514,28,164,2.63E-05,1600,
10.1103/PhysRevLett.69.2975,0.00254,2,0.000133,La1.85Sr0.15Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,700,,56.81,20290,6594,2445,190.07,13.576,14,394,1.91E-07,4.84,
10.1103/PhysRevLett.69.2975,0.00136,0,5.14E-07,La1.725Sr0.28Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,700,,55.92,19470,6396,2431,190.07,13.576,14,735,7.35E-10,0.01,
10.1103/PhysRevLett.69.2975,0.019,100,0.05,La1.95Sr0.05Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,1000,,57.54,20920,6746,2457,380.25,13.58,28,52.1,5.21E-05,10000,
10.1103/PhysRevLett.69.2975,0.00818,30,0.01,La1.9Sr0.1Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,1000,,57.17,20610,6670,2451,378.4,13.514,28,122,1.10E-05,900,
10.1103/PhysRevLett.69.2975,0.00376,1,2.66E-05,La1.85Sr0.15Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,1000,,56.81,20290,6594,2445,190.07,13.576,14,266,2.66E-08,1,
10.1103/PhysRevLett.69.2975,0.00223,0,4.49E-07,La1.725Sr0.28Cu1O4,Solid state reaction (O2 atmosphere),polycrystalline,1000,,55.92,19470,6396,2431,190.07,13.576,14,449,4.49E-10,0.01,
10.1103/PhysRevLett.86.4350,0.00642,256,0.31,Tl9Bi1Te6,"melted, zone refined",polycrystalline,300,0.481,175.88,277400000,5429,6036,1025.05,32.033,32,156,0.00102,65500,0.237
10.1103/PhysRevLett.86.4350,0.011,338,0.41,Tl9Bi1Te6,"melted, zone refined",polycrystalline,400,0.409,175.88,277400000,5429,6036,1025.05,32.033,32,89.5,0.00102,114000,0.214
10.1109/ICT.1996.553263,0.00391,126,0.12,Ce1Fe2Co2Sb12,combination of melting and powder metallurgy techniques,polycrystalline,300,,107.69,3994000,7379,3223,747,21.971,34,256,0.000406,15900,
10.1109/ICT.1996.553263,0.00103,101,0.3,Ce1Fe3Co1Sb12,combination of melting and powder metallurgy techniques,polycrystalline,300,1.91,107.51,4000000,7367,3185,756.81,22.259,34,971,0.00099,10200,0.372
10.1109/ICT.1996.553263,0.000893,87,0.26,Ce1Fe3.5Co0.5Sb12,combination of melting and powder metallurgy techniques,polycrystalline,300,2.4,107.42,4002000,7361,3165,756.81,22.259,34,1120,0.000851,7600,0.342
10.1109/ICT.1996.553263,0.000771,58,0.13,Ce1Fe4Sb12,combination of melting and powder metallurgy techniques,polycrystalline,300,1.55,107.33,4005000,7355,3146,762.5,22.426,34,1300,0.000439,3390,0.613
10.1109/ICT.1996.553263,0.00385,154,0.25,Ce1Fe2Co2Sb12,combination of melting and powder metallurgy techniques,polycrystalline,400,,107.69,3994000,7379,3223,747,21.971,34,260,0.000616,23700,
10.1109/ICT.1996.553263,0.00112,127,0.58,Ce1Fe3Co1Sb12,combination of melting and powder metallurgy techniques,polycrystalline,400,1.98,107.51,4000000,7367,3185,756.81,22.259,34,893,0.00144,16100,0.44
10.1109/ICT.1996.553263,0.000971,107,0.47,Ce1Fe3.5Co0.5Sb13,combination of melting and powder metallurgy techniques,polycrystalline,400,2.38,108.22,4065000,7395,3181,756.81,22.259,34,1030,0.00118,11400,0.422
10.1109/ICT.1996.553263,0.000836,76,0.27,Ce1Fe4Sb12,combination of melting and powder metallurgy techniques,polycrystalline,400,1.57,107.33,4005000,7355,3146,762.5,22.426,34,1200,0.000685,5730,0.744
10.1109/ICT.1996.553263,0.00325,166,0.59,Ce1Fe2Co2Sb12,combination of melting and powder metallurgy techniques,polycrystalline,700,,107.69,3994000,7379,3223,747,21.971,34,308,0.000848,27600,
10.1109/ICT.1996.553263,0.00129,176,1.68,Ce1Fe3Co1Sb12,combination of melting and powder metallurgy techniques,polycrystalline,700,2.07,107.51,4000000,7367,3185,756.81,22.259,34,775,0.0024,31000,0.64
10.1109/ICT.1996.553263,0.00107,158,1.63,Ce1Fe3.5Co0.5Sb14,combination of melting and powder metallurgy techniques,polycrystalline,700,2.49,108.93,4120000,7425,3195,756.81,22.259,34,935,0.00233,25000,0.641
10.1109/ICT.1996.553263,0.000886,127,1.27,Ce1Fe4Sb12,combination of melting and powder metallurgy techniques,polycrystalline,700,1.703,107.33,4005000,7355,3146,762.5,22.426,34,1130,0.00182,16100,1.132
10.1109/ICT.1999.843362,0.011,-189,0.1,Ba8Ga16Sn30,"melted, Ar",polycrystalline,300,,106.95,284700,3226,1823,1595.46,29.546,54,90.1,0.00032,35600,
10.1109/ICT.1999.843362,0.000786,-72,0.2,Sr8Ga16Ge30,"melted, Ar",polycrystalline,300,,73.99,391300,5141,2089,1233.18,22.837,54,1270,0.000658,5170,
10.1109/ICT.1999.843362,0.000669,-62,0.17,Ba8Ga16Ge30,"melted, Ar",polycrystalline,300,,81.36,356000,4753,2008,1254.12,23.224,54,1490,0.000575,3840,
10.1109/ICT.1999.843362,0.00122,-49,0.06,Ba8Ga16Si30,"melted, Ar",polycrystalline,300,,56.61,20060,4373,1811,1254.12,23.224,54,820,0.000199,2430,
10.1109/ICT.1999.843362,0.012,-233,0.19,Ba8Ga16Sn30,"melted, Ar",polycrystalline,400,,106.95,284700,3226,1823,1595.46,29.546,54,87,0.000472,54300,
10.1109/ICT.1999.843362,0.000914,-95,0.39,Sr8Ga16Ge30,"melted, Ar",polycrystalline,400,,73.99,391300,5141,2089,1233.18,22.837,54,1090,0.000985,9010,
10.1109/ICT.1999.843362,0.00084,-101,0.48,Ba8Ga16Ge30,"melted, Ar",polycrystalline,400,,81.36,356000,4753,2008,1254.12,23.224,54,1190,0.00121,10200,
10.1109/ICT.1999.843362,0.00133,-63,0.12,Ba8Ga16Si30,"melted, Ar",polycrystalline,400,,56.61,20060,4373,1811,1254.12,23.224,54,752,0.000297,3940,
10.1109/ICT.1999.843362,0.00694,-138,0.19,Ba8Ga16Sn30,"melted, Ar",polycrystalline,700,,106.95,284700,3226,1823,1595.46,29.546,54,144,0.000274,19000,
10.1109/ICT.1999.843362,0.00141,-139,0.96,Sr8Ga16Ge30,"melted, Ar",polycrystalline,700,,73.99,391300,5141,2089,1233.18,22.837,54,709,0.00137,19300,
10.1109/ICT.1999.843362,0.00141,-186,1.72,Ba8Ga16Ge30,"melted, Ar",polycrystalline,700,,81.36,356000,4753,2008,1254.12,23.224,54,709,0.00245,34600,
10.1109/ICT.1999.843362,0.00187,-111,0.46,Ba8Ga16Si30,"melted, Ar",polycrystalline,700,,56.61,20060,4373,1811,1254.12,23.224,54,535,0.000659,12300,
10.1109/ICT.2002.1190269,0.00282,149,0.24,Ba8Ga16Ge30,arc melting,polycrystalline,300,2,81.36,356000,4753,2008,1254.12,23.224,54,355,0.000788,22200,0.13
10.1109/ICT.2002.1190269,0.00776,-79,0.02,Ba8Ga18Ge28,arc melting,polycrystalline,300,1.5,81.25,335300,4759,2008,1254.12,23.224,54,129,8.02E-05,6230,0.063
10.1109/ICT.2002.1190269,0.00305,185,0.45,Ba8Ga16Ge30,arc melting,polycrystalline,400,2,81.36,356000,4753,2008,1254.12,23.224,54,328,0.00112,34200,0.16
10.1109/ICT.2002.1190269,0.00714,-113,0.07,Ba8Ga18Ge28,arc melting,polycrystalline,400,1.4,81.25,335300,4759,2008,1254.12,23.224,54,140,0.000178,12700,0.098
10.1109/ICT.2002.1190269,0.00463,288,1.25,Ba8Ga16Ge30,arc melting,polycrystalline,700,2,81.36,356000,4753,2008,1254.12,23.224,54,216,0.00179,82900,0.184
10.1109/ICT.2002.1190269,0.00742,-219,0.45,Ba8Ga18Ge28,arc melting,polycrystalline,700,1.1,81.25,335300,4759,2008,1254.12,23.224,54,135,0.000647,48000,0.209
10.1109/ICT.2002.1190269,0.00625,289,1.34,Ba8Ga16Ge30,arc melting,polycrystalline,1000,2,81.36,356000,4753,2008,1254.12,23.224,54,160,0.00134,83500,0.195
10.1109/ICT.2002.1190269,0.00735,-266,0.96,Ba8Ga18Ge28,arc melting,polycrystalline,1000,1,81.25,335300,4759,2008,1254.12,23.224,54,136,0.000963,70800,0.332
10.1109/ICT.2006.331288,18.4,1235,0.00249,Cu1Cr1O2,"solid state reaction, air",polycrystalline,300,6.586,36.88,8516,1881,2193,131.06,10.922,12,0.054,8.31E-06,1530000,6.05E-06
10.1109/ICT.2006.331288,6.112,525,0.00135,Cu1Cr0.99Mg0.01O2,"solid state reaction, air",polycrystalline,300,6.966,36.82,8514,1882,2184,131.06,10.922,12,0.164,4.51E-06,276000,1.72E-05
10.1109/ICT.2006.331288,1.045,312,0.00279,Cu1Cr0.98Mg0.02O2,"solid state reaction, air",polycrystalline,300,7.558,36.75,8512,1883,2174,131.12,10.927,12,0.957,9.29E-06,97100,9.27E-05
10.1109/ICT.2006.331288,0.102,199,0.01,Cu1Cr0.97Mg0.03O2,"solid state reaction, air",polycrystalline,300,7.14,36.68,8511,1885,2165,131.14,10.928,12,9.829,3.89E-05,39600,0.00101
10.1109/ICT.2006.331288,0.107,197,0.01,Cu1Cr0.96Mg0.04O2,"solid state reaction, air",polycrystalline,300,9.293,36.61,8509,1886,2156,131.2,10.933,12,9.374,3.63E-05,38700,0.000738
10.1109/ICT.2006.331288,0.075,208,0.02,Cu1Cr0.95Mg0.05O2,"solid state reaction, air",polycrystalline,300,9.522,36.54,8507,1887,2146,131.16,10.93,12,13.3,5.74E-05,43300,0.00102
10.1109/ICT.2006.331288,18.7,916,0.0018,Cu1Cr1O2,"solid state reaction, air",polycrystalline,400,6.156,36.88,8516,1881,2193,131.06,10.922,12,0.054,4.49E-06,840000,8.49E-06
10.1109/ICT.2006.331288,1.758,445,0.0045,Cu1Cr0.99Mg0.01O2,"solid state reaction, air",polycrystalline,400,6.403,36.82,8514,1882,2184,131.06,10.922,12,0.569,1.13E-05,198000,8.67E-05
10.1109/ICT.2006.331288,0.569,332,0.00775,Cu1Cr0.98Mg0.02O2,"solid state reaction, air",polycrystalline,400,6.709,36.75,8512,1883,2174,131.12,10.927,12,1.757,1.94E-05,110000,0.000256
10.1109/ICT.2006.331288,0.069,241,0.03,Cu1Cr0.97Mg0.03O2,"solid state reaction, air",polycrystalline,400,6.461,36.68,8511,1885,2165,131.14,10.928,12,14.4,8.40E-05,58200,0.00218
10.1109/ICT.2006.331288,0.066,225,0.03,Cu1Cr0.96Mg0.04O2,"solid state reaction, air",polycrystalline,400,8.767,36.61,8509,1886,2156,131.2,10.933,12,15.1,7.68E-05,50800,0.00168
10.1109/ICT.2006.331288,0.055,241,0.04,Cu1Cr0.95Mg0.05O2,"solid state reaction, air",polycrystalline,400,9.016,36.54,8507,1887,2146,131.16,10.93,12,18.3,0.000107,58200,0.00198
10.1109/ICT.2006.331288,3.408,634,0.00825,Cu1Cr1O2,"solid state reaction, air",polycrystalline,700,4.884,36.88,8516,1881,2193,131.06,10.922,12,0.293,1.18E-05,402000,0.000103
10.1109/ICT.2006.331288,0.472,428,0.03,Cu1Cr0.99Mg0.01O2,"solid state reaction, air",polycrystalline,700,5.704,36.82,8514,1882,2184,131.06,10.922,12,2.118,3.88E-05,183000,0.000634
10.1109/ICT.2006.331288,0.265,368,0.04,Cu1Cr0.98Mg0.02O2,"solid state reaction, air",polycrystalline,700,5.838,36.75,8512,1883,2174,131.12,10.927,12,3.772,5.11E-05,135000,0.0011
10.1109/ICT.2006.331288,0.049,290,0.12,Cu1Cr0.97Mg0.03O2,"solid state reaction, air",polycrystalline,700,5.666,36.68,8511,1885,2165,131.14,10.928,12,20.6,0.000173,83900,0.00621
10.1109/ICT.2006.331288,0.047,270,0.11,Cu1Cr0.96Mg0.04O2,"solid state reaction, air",polycrystalline,700,7.973,36.61,8509,1886,2156,131.2,10.933,12,21.3,0.000156,73000,0.00457
10.1109/ICT.2006.331288,0.041,282,0.14,Cu1Cr0.95Mg0.05O2,"solid state reaction, air",polycrystalline,700,8.087,36.54,8507,1887,2146,131.16,10.93,12,24.6,0.000195,79300,0.00519
10.1109/ICT.2006.331288,1.664,617,0.02,Cu1Cr1O2,"solid state reaction, air",polycrystalline,1000,3.708,36.88,8516,1881,2193,131.06,10.922,12,0.601,2.29E-05,381000,0.000395
10.1109/ICT.2006.331288,0.366,446,0.05,Cu1Cr0.99Mg0.01O2,"solid state reaction, air",polycrystalline,1000,4.948,36.82,8514,1882,2184,131.06,10.922,12,2.732,5.43E-05,199000,0.00135
10.1109/ICT.2006.331288,0.232,404,0.07,Cu1Cr0.98Mg0.02O2,"solid state reaction, air",polycrystalline,1000,4.833,36.75,8512,1883,2174,131.12,10.927,12,4.307,7.02E-05,163000,0.00217
10.1109/ICT.2006.331288,0.047,325,0.22,Cu1Cr0.97Mg0.03O2,"solid state reaction, air",polycrystalline,1000,4.776,36.68,8511,1885,2165,131.14,10.928,12,21.3,0.000225,106000,0.011
10.1109/ICT.2006.331288,0.044,304,0.21,Cu1Cr0.96Mg0.04O2,"solid state reaction, air",polycrystalline,1000,6.854,36.61,8509,1886,2156,131.2,10.933,12,22.6,0.000208,92300,0.00804
10.1109/ICT.2006.331288,0.041,325,0.26,Cu1Cr0.95Mg0.05O2,"solid state reaction, air",polycrystalline,1000,6.988,36.54,8507,1887,2146,131.16,10.93,12,24.5,0.000259,106000,0.00856
10.1109/ICT.2006.331289,0.00249,139,0.23,Cu1Rh0.9Mg0.1O2,"solid state reaction, air",polycrystalline,300,,47.65,485900000,2250,4486,140.56,11.713,12,402,0.000774,19300,
10.1109/ICT.2006.331289,0.0027,153,0.35,Cu1Rh0.9Mg0.1O2,"solid state reaction, air",polycrystalline,400,9.767,47.65,485900000,2250,4486,140.56,11.713,12,370,0.000867,23400,0.037
10.1109/ICT.2006.331289,0.00392,203,0.74,Cu1Rh0.9Mg0.1O2,"solid state reaction, air",polycrystalline,700,10.01,47.65,485900000,2250,4486,140.56,11.713,12,255,0.00105,41200,0.044
10.1109/ICT.2006.331289,0.00553,266,1.28,Cu1Rh0.9Mg0.1O2,"solid state reaction, air",polycrystalline,1000,8.392,47.65,485900000,2250,4486,140.56,11.713,12,181,0.00128,70800,0.053
10.1109/ICT.2006.331291,0.303,-651,0.04,Ca1Mn1O3,Solid state reaction,polycrystalline,300,3.562,28.6,398,1861,1276,206.97,10.348,20,3.305,0.00014,424000,0.000679
10.1109/ICT.2006.331291,0.00919,-109,0.04,Ca1Yb0.05Mn0.95O3,Solid state reaction,polycrystalline,300,1.49,29.78,19730,2309,1374,206.97,10.348,20,109,0.00013,11900,0.053
10.1109/ICT.2006.331291,0.0039,-53,0.02,Ca1Yb0.1Mn0.9O3,Solid state reaction,polycrystalline,300,1.725,30.96,37590,2722,1465,207.52,10.376,20,256,7.15E-05,2790,0.109
10.1109/ICT.2006.331291,0.00336,-38,0.01,Ca1Yb0.15Mn0.85O3,Solid state reaction,polycrystalline,300,1.645,32.15,54140,3105,1549,207.52,10.376,20,297,4.35E-05,1460,0.132
10.1109/ICT.2006.331291,0.015,-9,0.000163,Ca1Yb0.4Mn0.6O3,Solid state reaction,polycrystalline,300,,38.05,121500,4663,1891,207.52,10.376,20,65.7,5.45E-07,82.9,
10.1109/ICT.2006.331291,0.242,-587,0.06,Ca1Mn1O3,Solid state reaction,polycrystalline,400,3.067,28.6,398,1861,1276,206.97,10.348,20,4.138,0.000143,345000,0.00132
10.1109/ICT.2006.331291,0.011,-125,0.06,Ca1Yb0.05Mn0.95O3,Solid state reaction,polycrystalline,400,1.472,29.78,19730,2309,1374,206.97,10.348,20,94.3,0.000147,15600,0.063
10.1109/ICT.2006.331291,0.00438,-60,0.03,Ca1Yb0.1Mn0.9O3,Solid state reaction,polycrystalline,400,1.639,30.96,37590,2722,1465,207.52,10.376,20,228,8.24E-05,3610,0.136
10.1109/ICT.2006.331291,0.00359,-49,0.03,Ca1Yb0.15Mn0.85O3,Solid state reaction,polycrystalline,400,1.571,32.15,54140,3105,1549,207.52,10.376,20,279,6.73E-05,2420,0.173
10.1109/ICT.2006.331291,0.012,-20,0.00133,Ca1Yb0.4Mn0.6O3,Solid state reaction,polycrystalline,400,,38.05,121500,4663,1891,207.52,10.376,20,82.8,3.32E-06,401,
10.1109/ICT.2006.331291,0.103,-362,0.09,Ca1Mn1O3,Solid state reaction,polycrystalline,700,2.158,28.6,398,1861,1276,206.97,10.348,20,9.699,0.000127,131000,0.00768
10.1109/ICT.2006.331291,0.016,-168,0.13,Ca1Yb0.05Mn0.95O3,Solid state reaction,polycrystalline,700,1.602,29.78,19730,2309,1374,206.97,10.348,20,64.2,0.000182,28400,0.068
10.1109/ICT.2006.331291,0.00615,-85,0.08,Ca1Yb0.1Mn0.9O3,Solid state reaction,polycrystalline,700,1.614,30.96,37590,2722,1465,207.52,10.376,20,163,0.000117,7170,0.172
10.1109/ICT.2006.331291,0.00482,-61,0.05,Ca1Yb0.15Mn0.85O3,Solid state reaction,polycrystalline,700,1.67,32.15,54140,3105,1549,207.52,10.376,20,208,7.72E-05,3720,0.212
10.1109/ICT.2006.331291,0.011,-51,0.02,Ca1Yb0.4Mn0.6O3,Solid state reaction,polycrystalline,700,,38.05,121500,4663,1891,207.52,10.376,20,94.2,2.45E-05,2600,
10.1109/ICT.2006.331291,0.084,-282,0.09,Ca1Mn1O3,Solid state reaction,polycrystalline,1000,2.065,28.6,398,1861,1276,206.97,10.348,20,11.9,9.44E-05,79600,0.014
10.1109/ICT.2006.331291,0.019,-245,0.32,Ca1Yb0.05Mn0.95O3,Solid state reaction,polycrystalline,1000,1.614,29.78,19730,2309,1374,206.97,10.348,20,53.6,0.000321,60000,0.081
10.1109/ICT.2006.331291,0.00782,-128,0.21,Ca1Yb0.1Mn0.9O3,Solid state reaction,polycrystalline,1000,1.583,30.96,37590,2722,1465,207.52,10.376,20,128,0.000211,16500,0.197
10.1109/ICT.2006.331291,0.00596,-101,0.17,Ca1Yb0.15Mn0.85O3,Solid state reaction,polycrystalline,1000,1.694,32.15,54140,3105,1549,207.52,10.376,20,168,0.000171,10200,0.242
10.1109/ICT.2006.331291,0.011,-25,0.00586,Ca1Yb0.4Mn0.6O3,Solid state reaction,polycrystalline,1000,,38.05,121500,4663,1891,207.52,10.376,20,90.3,5.86E-06,650,
10.1109/ICT.2007.4569450,0.00604,-139,0.13,Ca0.96Sm0.04Mn1O3,Co-precipitation,polycrystalline,400,,29.48,6638,2150,1349,210.39,10.519,20,166,0.000322,19400,
10.1109/ICT.2007.4569450,0.00825,-170,0.24,Ca0.96Sm0.04Mn1O3,Co-precipitation,polycrystalline,700,,29.48,6638,2150,1349,210.39,10.519,20,121,0.00035,28900,
10.1109/ICT.2007.4569450,0.011,-188,0.32,Ca0.96Sm0.04Mn1O3,Co-precipitation,polycrystalline,1000,,29.48,6638,2150,1349,210.39,10.519,20,90.5,0.000318,35200,
10.1111/j.1551-2916.2010.03673.x,0.031,-212,0.04,Ca1Gd0.98Mn0.02O3,Co-precipitation,polycrystalline,300,,48.66,111100,6744,2336,210.36,10.518,20,32.7,0.000147,44900,
10.1111/j.1551-2916.2010.03673.x,0.015,-162,0.05,Ca1Gd0.96Mn0.04O3,Co-precipitation,polycrystalline,300,1.787,48.25,109800,6685,2323,210.36,10.518,20,67.3,0.000177,26400,0.028
