doi,compound name,formula,group,organic,inorganic,iupac,dimensionality,sample type,code,level of theory,Exchange-correlation functional,k-point grid,level of relativity,basis set definition,numerical accuracy,synthesis starting materials,synthesis product,synthesis description,experimental method,experimental description
10.1021/jacs.0c03860,Bis(butylammonium) formamidinium lead iodide,(C4H9NH3)2[CH(NH2)2PbI3]PbI4,"(BA)2[FAPbI3]PbI4, (BA)2(FA)Pb2I7, bis(butane-1-aminium) diaminomethanide tetraiodoplumbate(II)","C4H12N, CH5N2",Lead iodide,bis(butane-1-aminium) diaminomethanide lead iodide,2,unknown,VASP,DFT,HSE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) formamidinium lead iodide,(C4H9NH3)2[CH(NH2)2PbI3]PbI4,"(BA)2[FAPbI3]PbI4, (BA)2(FA)Pb2I7, bis(butane-1-aminium) diaminomethanide tetraiodoplumbate(II)","C4H12N, CH5N2",Lead iodide,bis(butane-1-aminium) diaminomethanide lead iodide,2,unknown,VASP,DFT,PBE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) formamidinium lead iodide,(C4H9NH3)2[CH(NH2)2PbI3]PbI4,"(BA)2[FAPbI3]PbI4, (BA)2(FA)Pb2I7, bis(butane-1-aminium) diaminomethanide tetraiodoplumbate(II)","C4H12N, CH5N2",Lead iodide,bis(butane-1-aminium) diaminomethanide lead iodide,2,unknown,VASP,DFT,HSE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) formamidinium lead iodide,(C4H9NH3)2[CH(NH2)2PbI3]PbI4,"(BA)2[FAPbI3]PbI4, (BA)2(FA)Pb2I7, bis(butane-1-aminium) diaminomethanide tetraiodoplumbate(II)","C4H12N, CH5N2",Lead iodide,bis(butane-1-aminium) diaminomethanide lead iodide,2,bulk polycrystalline,,,,,,,,"PbO (99.9%), FA acetate, hydroiodic acid (HI, 57 wt % in H2O, distilled, stabilized, 99.95%), butylamine, hypophosphorous acid solution (H3PO2, 50 wt % in H2O)",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and FA acetate (52.1 mg, 0.5 mmol) were added to 1.5 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (89.1 μL, 0.9 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",UV-vis absorption,A Shimadzu UV-3600 UV-vis NIR spectrometer was used. BaSO4 was used as a reference of 100% reflectance for all measurements.
10.1021/jacs.0c03860,Bis(butylammonium) formamidinium lead iodide,(C4H9NH3)2[CH(NH2)2PbI3]PbI4,"(BA)2[FAPbI3]PbI4, (BA)2(FA)Pb2I7, bis(butane-1-aminium) diaminomethanide tetraiodoplumbate(II)","C4H12N, CH5N2",Lead iodide,bis(butane-1-aminium) diaminomethanide lead iodide,2,unknown,,,,,,,,"PbO, FA acetate, HI, BA, H3PO2",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and FA acetate (52.1 mg, 0.5 mmol) were added to 1.5 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (89.1 μL, 0.9 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Kubelka-Munk Equation,Reflectance vs. wavelength data was used with the Kubelka-Munk equation to estimate the band gap.
10.1021/jacs.0c03860,Bis(butylammonium) formamidinium lead iodide,(C4H9NH3)2[CH(NH2)2PbI3]PbI4,"(BA)2[FAPbI3]PbI4, (BA)2(FA)Pb2I7, bis(butane-1-aminium) diaminomethanide tetraiodoplumbate(II)","C4H12N, CH5N2",Lead iodide,bis(butane-1-aminium) diaminomethanide lead iodide,2,bulk polycrystalline,,,,,,,,"PbO (99.9%), FA acetate, hydroiodic acid (HI, 57 wt % in H2O, distilled, stabilized, 99.95%), butylamine, hypophosphorous acid solution (H3PO2, 50 wt % in H2O)",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and FA acetate (52.1 mg, 0.5 mmol) were added to 1.5 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (89.1 μL, 0.9 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Photoluminescence microscopy,A Horiba LabRAM HR Evolution confocal Raman microscope was used with a 473 nm laser to excite samples at 50x magnification.
10.1021/jacs.0c03860,Bis(butylammonium) formamidinium lead iodide,(C4H9NH3)2[CH(NH2)2PbI3]PbI4,"(BA)2[FAPbI3]PbI4, (BA)2(FA)Pb2I7, bis(butane-1-aminium) diaminomethanide tetraiodoplumbate(II)","C4H12N, CH5N2",Lead iodide,bis(butane-1-aminium) diaminomethanide lead iodide,2,bulk polycrystalline,,,,,,,,"PbO (99.9%), FA acetate, hydroiodic acid (HI, 57 wt % in H2O, distilled, stabilized, 99.95%), butylamine, hypophosphorous acid solution (H3PO2, 50 wt % in H2O)",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and FA acetate (52.1 mg, 0.5 mmol) were added to 1.5 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (89.1 μL, 0.9 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Photoluminescence microscopy,A Horiba LabRAM HR Evolution confocal Raman microscope was used with a 473 nm laser to excite samples at 50x magnification.
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,powder,,,,,,,,"PbO, DMA chloride, HI, BA, H3PO2",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and DMA chloride acetate (40.8 mg, 0.5 mmol) were added to 1.75 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (49.6.1 μL, 0.5 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Powder X-ray diffraction,"A Rigaku Miniflex600 powder X-ray diffractometer (Cu Kα graphite, λ = 1.5406 Å) was used. Operating settings included 40 kV/15 mA with Kβ foil filter."
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,powder,,,,,,,,"PbO, DMA chloride, HI, BA, H3PO2",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and DMA chloride acetate (40.8 mg, 0.5 mmol) were added to 1.75 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (49.6.1 μL, 0.5 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Powder X-ray diffraction,"A Rigaku Miniflex600 powder X-ray diffractometer (Cu Kα graphite, λ = 1.5406 Å) was used. Operating settings included 40 kV/15 mA with Kβ foil filter."
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,unknown,VASP,DFT,PBE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,unknown,VASP,DFT,HSE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,unknown,VASP,DFT,PBE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,unknown,VASP,DFT,HSE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,bulk polycrystalline,,,,,,,,"PbO (99.9%), dimethylammonium chloride (99%), hydroiodic acid (HI, 57 wt % in H2O, distilled, stabilized, 99.95%), butylamine, hypophosphorous acid solution (H3PO2, 50 wt % in H2O)",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and DMA chloride acetate (40.8 mg, 0.5 mmol) were added to 1.75 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (49.6.1 μL, 0.5 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",UV-vis absorption,A Shimadzu UV-3600 UV-vis NIR spectrometer (at 200-2500 nm region at 293 K) was used. BaSO4 was used as a reference of 100% reflectance for all measurements.
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,bulk polycrystalline,,,,,,,,"PbO (99.9%), dimethylammonium chloride (99%), hydroiodic acid (HI, 57 wt % in H2O, distilled, stabilized, 99.95%), butylamine, hypophosphorous acid solution (H3PO2, 50 wt % in H2O)",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and DMA chloride acetate (40.8 mg, 0.5 mmol) were added to 1.75 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (49.6.1 μL, 0.5 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",UV-vis absorption,A Shimadzu UV-3600 UV-vis NIR spectrometer (at 200-2500 nm region at 293 K) was used. BaSO4 was used as a reference of 100% reflectance for all measurements.
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,bulk polycrystalline,,,,,,,,"PbO (99.9%), dimethylammonium chloride (99%), hydroiodic acid (HI, 57 wt % in H2O, distilled, stabilized, 99.95%), butylamine, hypophosphorous acid solution (H3PO2, 50 wt % in H2O)",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and DMA chloride acetate (40.8 mg, 0.5 mmol) were added to 1.75 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (49.6.1 μL, 0.5 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Photoluminescence,A Horiba LabRAM HR Evolution confocal Raman microscope was used with a 473 nm laser to excite samples at 50x magnification.
10.1021/jacs.0c03860,Bis(butylammonium) dimethylammonium lead iodide,(BA)2(DMA)Pb2I7,"(BA)2(DMA)Pb2I7, bis(butylaminium) dimethanaminium septaiodo diplumbate(II)","C4NH12, C2H8N","Pb2I7, Lead iodide",bis(butylaminium) dimethanaminium lead iodide,2,bulk polycrystalline,,,,,,,,"PbO (99.9%), dimethylammonium chloride (99%), hydroiodic acid (HI, 57 wt % in H2O, distilled, stabilized, 99.95%), butylamine, hypophosphorous acid solution (H3PO2, 50 wt % in H2O)",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and DMA chloride acetate (40.8 mg, 0.5 mmol) were added to 1.75 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (49.6.1 μL, 0.5 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Photoluminescence,A Horiba LabRAM HR Evolution confocal Raman microscope was used with a 473 nm laser to excite samples at 50x magnification.
10.1021/jacs.0c03860,Bis(butylammonium) guanidinium lead iodide,(BA)2(GA)Pb2I7,"(BA)2(GA)Pb2I7, bis(butylaminium) diaminomethanaminium septaiodoplumbate(II)","C4NH12, CN3H8","Pb2I7, Lead iodide",bis(butylaminium) diaminomethanaminium lead iodide,2,powder,,,,,,,,"PbO (99.9%), guanidinium chloride (99%), hydroiodic acid (HI, 57 wt % in H2O, distilled, stabilized, 99.95%), butylamine, hypophosphorous acid solution (H3PO2, 50 wt % in H2O)",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and GA chloride (47.8 mg, 0.5 mmol) were added to 1.5 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (49.6 μL, 0.5 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Powder X-ray diffraction,"A Rigaku Miniflex600 powder X-ray diffractometer (Cu Kα graphite, λ = 1.5406 Å) was used. Operating settings included 40 kV/15 mA with Kβ foil filter."
10.1021/jacs.0c03860,Bis(butylammonium) guanidinium lead iodide,(BA)2(GA)Pb2I7,"(BA)2(GA)Pb2I7, bis(butylaminium) diaminomethanaminium septaiodoplumbate(II)","C4NH12, CN3H8","Pb2I7, Lead iodide",bis(butylaminium) diaminomethanaminium lead iodide,2,powder,,,,,,,,"PbO, GA chloride, HI, BA, H3PO2",red plate-shaped crystals,"First, PbO (223 mg, 1 mmol) and GA chloride (47.8 mg, 0.5 mmol) were added to 1.5 mL of concentrated HI solution. These substances were dissolved under constant stirring and heating. Then, BA (49.6 μL, 0.5 mmol) was added to 0.25 mL of concentrated aqueous H3PO2 in a separate vial. This solution was stirred and was soon added to the initial solution. The temperature was lowered to 125º C until crystals began to form. The temperature was lowered again to 80ºC, the hot plate was turned off after 60 minutes, and after 30 minutes thereafter, the crystals were collected.",Powder X-ray diffraction,"A Rigaku Miniflex600 powder X-ray diffractometer (Cu Kα graphite, λ = 1.5406 Å) was used. Operating settings included 40 kV/15 mA with Kβ foil filter."
10.1021/jacs.0c03860,Bis(butylammonium) guanidinium lead iodide,(BA)2(GA)Pb2I7,"(BA)2(GA)Pb2I7, bis(butylaminium) diaminomethanaminium septaiodoplumbate(II)","C4NH12, CN3H8","Pb2I7, Lead iodide",bis(butylaminium) diaminomethanaminium lead iodide,2,unknown,VASP,DFT,PBE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) guanidinium lead iodide,(BA)2(GA)Pb2I7,"(BA)2(GA)Pb2I7, bis(butylaminium) diaminomethanaminium septaiodoplumbate(II)","C4NH12, CN3H8","Pb2I7, Lead iodide",bis(butylaminium) diaminomethanaminium lead iodide,2,unknown,VASP,DFT,HSE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) guanidinium lead iodide,(BA)2(GA)Pb2I7,"(BA)2(GA)Pb2I7, bis(butylaminium) diaminomethanaminium septaiodoplumbate(II)","C4NH12, CN3H8","Pb2I7, Lead iodide",bis(butylaminium) diaminomethanaminium lead iodide,2,unknown,VASP,DFT,PBE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
10.1021/jacs.0c03860,Bis(butylammonium) guanidinium lead iodide,(BA)2(GA)Pb2I7,"(BA)2(GA)Pb2I7, bis(butylaminium) diaminomethanaminium septaiodoplumbate(II)","C4NH12, CN3H8","Pb2I7, Lead iodide",bis(butylaminium) diaminomethanaminium lead iodide,2,unknown,VASP,DFT,HSE+SOC,4x2x2 k-grid (primitive cells) and 4x1x1 for inorganic 2D model compounds,,PAW,,,,,,
